"Perioden";"Regio's";"Bevolking aan het begin van de periode (aantal)"
"2014";"Waddinxveen";"   25508"
"2015";"Waddinxveen";"   25657"
"2016";"Waddinxveen";"   26072"
"2017";"Waddinxveen";"   26536"
"2018";"Waddinxveen";"   27578"
"2019";"Waddinxveen";"   28316"
"2020";"Waddinxveen";"   29291"
"2021";"Waddinxveen";"   30479"
"2022";"Waddinxveen";"   31342"
"2023";"Waddinxveen";"   32601"
"2011";"Wageningen";"   36642"
"2012";"Wageningen";"   37049"
"2013";"Wageningen";"   37408"
"2014";"Wageningen";"   37429"
"2015";"Wageningen";"   37786"
"2016";"Wageningen";"   37837"
"2017";"Wageningen";"   38458"
"2018";"Wageningen";"   38412"
"2019";"Wageningen";"   38774"
"2020";"Wageningen";"   39664"
"2021";"Wageningen";"   39635"
"2022";"Wageningen";"   39939"
"2023";"Wageningen";"   40960"
"2011";"Warmond";""
"2012";"Warmond";""
"2013";"Warmond";""
"2014";"Warmond";""
"2015";"Warmond";""
"2016";"Warmond";""
"2017";"Warmond";""
"2018";"Warmond";""
"2019";"Warmond";""
"2020";"Warmond";""
"2021";"Warmond";""
"2022";"Warmond";""
"2023";"Warmond";""
"2011";"Warnsveld";""
"2012";"Warnsveld";""
"2013";"Warnsveld";""
"2014";"Warnsveld";""
"2015";"Warnsveld";""
"2016";"Warnsveld";""
"2017";"Warnsveld";""
"2018";"Warnsveld";""
"2019";"Warnsveld";""
"2020";"Warnsveld";""
"2021";"Warnsveld";""
"2022";"Warnsveld";""
"2023";"Warnsveld";""
"2011";"Wassenaar";"   25830"
"2012";"Wassenaar";"   25762"
"2013";"Wassenaar";"   25656"
"2014";"Wassenaar";"   25675"
"2015";"Wassenaar";"   25731"
"2016";"Wassenaar";"   25885"
"2017";"Wassenaar";"   26055"
"2018";"Wassenaar";"   26084"
"2019";"Wassenaar";"   26211"
"2020";"Wassenaar";"   26305"
"2021";"Wassenaar";"   26949"
"2022";"Wassenaar";"   27115"
"2023";"Wassenaar";"   27093"
"2011";"Wateringen";""
"2012";"Wateringen";""
"2013";"Wateringen";""
"2014";"Wateringen";""
"2015";"Wateringen";""
"2016";"Wateringen";""
"2017";"Wateringen";""
"2018";"Wateringen";""
"2019";"Wateringen";""
"2020";"Wateringen";""
"2021";"Wateringen";""
"2022";"Wateringen";""
"2023";"Wateringen";""
"2011";"Waterland";"   17140"
"2012";"Waterland";"   17010"
"2013";"Waterland";"   17091"
"2014";"Waterland";"   17134"
"2015";"Waterland";"   17143"
"2016";"Waterland";"   17304"
"2017";"Waterland";"   17290"
"2018";"Waterland";"   17259"
"2019";"Waterland";"   17315"
"2020";"Waterland";"   17424"
"2021";"Waterland";"   17312"
"2022";"Waterland";"   17343"
"2023";"Waterland";"   17609"
"2011";"Weert";"   48563"
"2012";"Weert";"   48668"
"2013";"Weert";"   48587"
"2014";"Weert";"   48721"
"2015";"Weert";"   48914"
"2016";"Weert";"   49100"
"2017";"Weert";"   49574"
"2018";"Weert";"   49855"
"2019";"Weert";"   49842"
"2020";"Weert";"   50105"
"2021";"Weert";"   50011"
"2022";"Weert";"   50346"
"2023";"Weert";"   50872"
"2011";"Weesp";"   17987"
"2012";"Weesp";"   18022"
"2013";"Weesp";"   18151"
"2014";"Weesp";"   18172"
"2015";"Weesp";"   18348"
"2016";"Weesp";"   18572"
"2017";"Weesp";"   18751"
"2018";"Weesp";"   19147"
"2019";"Weesp";"   19334"
"2020";"Weesp";"   19738"
"2021";"Weesp";"   20445"
"2022";"Weesp";"   20766"
"2023";"Weesp";""
"2011";"Wehl";""
"2012";"Wehl";""
"2013";"Wehl";""
"2014";"Wehl";""
"2015";"Wehl";""
"2016";"Wehl";""
"2017";"Wehl";""
"2018";"Wehl";""
"2019";"Wehl";""
"2020";"Wehl";""
"2021";"Wehl";""
"2022";"Wehl";""
"2023";"Wehl";""
"2011";"Werkendam";"   26353"
"2012";"Werkendam";"   26423"
"2013";"Werkendam";"   26405"
"2014";"Werkendam";"   26387"
"2015";"Werkendam";"   26452"
"2016";"Werkendam";"   26527"
"2017";"Werkendam";"   26844"
"2018";"Werkendam";"   26979"
"2019";"Werkendam";""
"2020";"Werkendam";""
"2021";"Werkendam";""
"2022";"Werkendam";""
"2023";"Werkendam";""
"2011";"Wervershoof";""
"2012";"Wervershoof";""
"2013";"Wervershoof";""
"2014";"Wervershoof";""
"2015";"Wervershoof";""
"2016";"Wervershoof";""
"2017";"Wervershoof";""
"2018";"Wervershoof";""
"2019";"Wervershoof";""
"2020";"Wervershoof";""
"2021";"Wervershoof";""
"2022";"Wervershoof";""
"2023";"Wervershoof";""
"2011";"West Betuwe";""
"2012";"West Betuwe";""
"2013";"West Betuwe";""
"2014";"West Betuwe";""
"2015";"West Betuwe";""
"2016";"West Betuwe";""
"2017";"West Betuwe";""
"2018";"West Betuwe";""
"2019";"West Betuwe";"   50697"
"2020";"West Betuwe";"   51128"
"2021";"West Betuwe";"   51496"
"2022";"West Betuwe";"   51971"
"2023";"West Betuwe";"   52720"
"2011";"West Maas en Waal";"   18301"
"2012";"West Maas en Waal";"   18325"
"2013";"West Maas en Waal";"   18410"
"2014";"West Maas en Waal";"   18419"
"2015";"West Maas en Waal";"   18570"
"2016";"West Maas en Waal";"   18693"
"2017";"West Maas en Waal";"   18820"
"2018";"West Maas en Waal";"   18891"
"2019";"West Maas en Waal";"   19076"
"2020";"West Maas en Waal";"   19324"
"2021";"West Maas en Waal";"   19581"
"2022";"West Maas en Waal";"   19675"
"2023";"West Maas en Waal";"   20065"
"2011";"Wester-Koggenland";""
"2012";"Wester-Koggenland";""
"2013";"Wester-Koggenland";""
"2014";"Wester-Koggenland";""
"2015";"Wester-Koggenland";""
"2016";"Wester-Koggenland";""
"2017";"Wester-Koggenland";""
"2018";"Wester-Koggenland";""
"2019";"Wester-Koggenland";""
"2020";"Wester-Koggenland";""
"2021";"Wester-Koggenland";""
"2022";"Wester-Koggenland";""
"2023";"Wester-Koggenland";""
"2011";"Westerkwartier";""
"2012";"Westerkwartier";""
"2013";"Westerkwartier";""
"2014";"Westerkwartier";""
"2015";"Westerkwartier";""
"2016";"Westerkwartier";""
"2017";"Westerkwartier";""
"2018";"Westerkwartier";""
"2019";"Westerkwartier";"   63031"
"2020";"Westerkwartier";"   63329"
"2021";"Westerkwartier";"   63678"
"2022";"Westerkwartier";"   64306"
"2023";"Westerkwartier";"   64946"
"2011";"Westerveld";"   19365"
"2012";"Westerveld";"   19198"
"2013";"Westerveld";"   19091"
"2014";"Westerveld";"   18933"
"2015";"Westerveld";"   19085"
"2016";"Westerveld";"   18940"
"2017";"Westerveld";"   19084"
"2018";"Westerveld";"   19152"
"2019";"Westerveld";"   19348"
"2020";"Westerveld";"   19460"
"2021";"Westerveld";"   19661"
"2022";"Westerveld";"   19854"
"2023";"Westerveld";"   19860"
"2011";"Westervoort";"   15336"
"2012";"Westervoort";"   15294"
"2013";"Westervoort";"   15199"
"2014";"Westervoort";"   15138"
"2015";"Westervoort";"   14992"
"2016";"Westervoort";"   15001"
"2017";"Westervoort";"   14991"
"2018";"Westervoort";"   15015"
"2019";"Westervoort";"   14944"
"2020";"Westervoort";"   14971"
"2021";"Westervoort";"   15014"
"2022";"Westervoort";"   14944"
"2023";"Westervoort";"   15114"
"2011";"Westerwolde";""
"2012";"Westerwolde";""
"2013";"Westerwolde";""
"2014";"Westerwolde";""
"2015";"Westerwolde";""
"2016";"Westerwolde";""
"2017";"Westerwolde";""
"2018";"Westerwolde";"   24684"
"2019";"Westerwolde";"   25199"
"2020";"Westerwolde";"   25733"
"2021";"Westerwolde";"   26215"
"2022";"Westerwolde";"   26571"
"2023";"Westerwolde";"   26537"
"2011";"Westland";"   99776"
"2012";"Westland";"  101980"
"2013";"Westland";"  102698"
"2014";"Westland";"  103241"
"2015";"Westland";"  104302"
"2016";"Westland";"  104960"
"2017";"Westland";"  105632"
"2018";"Westland";"  107492"
"2019";"Westland";"  108603"
"2020";"Westland";"  110375"
"2021";"Westland";"  111382"
"2022";"Westland";"  112448"
"2023";"Westland";"  114887"
"2011";"Weststellingwerf";"   25846"
"2012";"Weststellingwerf";"   25780"
"2013";"Weststellingwerf";"   25595"
"2014";"Weststellingwerf";"   25454"
"2015";"Weststellingwerf";"   25525"
"2016";"Weststellingwerf";"   25520"
"2017";"Weststellingwerf";"   25608"
"2018";"Weststellingwerf";"   25720"
"2019";"Weststellingwerf";"   25840"
"2020";"Weststellingwerf";"   25914"
"2021";"Weststellingwerf";"   26130"
"2022";"Weststellingwerf";"   26278"
"2023";"Weststellingwerf";"   26467"
"2011";"Westvoorne";"   13992"
"2012";"Westvoorne";"   13901"
"2013";"Westvoorne";"   13890"
"2014";"Westvoorne";"   13964"
"2015";"Westvoorne";"   14083"
"2016";"Westvoorne";"   14197"
"2017";"Westvoorne";"   14257"
"2018";"Westvoorne";"   14508"
"2019";"Westvoorne";"   14626"
"2020";"Westvoorne";"   14731"
"2021";"Westvoorne";"   14900"
"2022";"Westvoorne";"   14960"
"2023";"Westvoorne";""
"2011";"Wierden";"   23630"
"2012";"Wierden";"   23824"
"2013";"Wierden";"   23807"
"2014";"Wierden";"   23909"
"2015";"Wierden";"   23874"
"2016";"Wierden";"   23952"
"2017";"Wierden";"   24225"
"2018";"Wierden";"   24258"
"2019";"Wierden";"   24351"
"2020";"Wierden";"   24446"
"2021";"Wierden";"   24538"
"2022";"Wierden";"   24643"
"2023";"Wierden";"   24862"
"2011";"Wieringen";"    8619"
"2012";"Wieringen";""
"2013";"Wieringen";""
"2014";"Wieringen";""
"2015";"Wieringen";""
"2016";"Wieringen";""
"2017";"Wieringen";""
"2018";"Wieringen";""
"2019";"Wieringen";""
"2020";"Wieringen";""
"2021";"Wieringen";""
"2022";"Wieringen";""
"2023";"Wieringen";""
"2011";"Wieringermeer";"   12576"
"2012";"Wieringermeer";""
"2013";"Wieringermeer";""
"2014";"Wieringermeer";""
"2015";"Wieringermeer";""
"2016";"Wieringermeer";""
"2017";"Wieringermeer";""
"2018";"Wieringermeer";""
"2019";"Wieringermeer";""
"2020";"Wieringermeer";""
"2021";"Wieringermeer";""
"2022";"Wieringermeer";""
"2023";"Wieringermeer";""
"2011";"Wijchen";"   40507"
"2012";"Wijchen";"   40734"
"2013";"Wijchen";"   41004"
"2014";"Wijchen";"   41043"
"2015";"Wijchen";"   40886"
"2016";"Wijchen";"   40814"
"2017";"Wijchen";"   40876"
"2018";"Wijchen";"   40847"
"2019";"Wijchen";"   40951"
"2020";"Wijchen";"   41110"
"2021";"Wijchen";"   41261"
"2022";"Wijchen";"   41344"
"2023";"Wijchen";"   41537"
"2011";"Wijdemeren";"   23312"
"2012";"Wijdemeren";"   23297"
"2013";"Wijdemeren";"   23221"
"2014";"Wijdemeren";"   23187"
"2015";"Wijdemeren";"   23176"
"2016";"Wijdemeren";"   23275"
"2017";"Wijdemeren";"   23447"
"2018";"Wijdemeren";"   23659"
"2019";"Wijdemeren";"   24013"
"2020";"Wijdemeren";"   24358"
"2021";"Wijdemeren";"   24463"
"2022";"Wijdemeren";"   24494"
"2023";"Wijdemeren";"   24659"
"2011";"Wijk bij Duurstede";"   23115"
"2012";"Wijk bij Duurstede";"   23064"
"2013";"Wijk bij Duurstede";"   23035"
"2014";"Wijk bij Duurstede";"   23043"
"2015";"Wijk bij Duurstede";"   23222"
"2016";"Wijk bij Duurstede";"   23384"
"2017";"Wijk bij Duurstede";"   23502"
"2018";"Wijk bij Duurstede";"   23678"
"2019";"Wijk bij Duurstede";"   23762"
"2020";"Wijk bij Duurstede";"   23914"
"2021";"Wijk bij Duurstede";"   23925"
"2022";"Wijk bij Duurstede";"   23921"
"2023";"Wijk bij Duurstede";"   23995"
"2011";"Winschoten";""
"2012";"Winschoten";""
"2013";"Winschoten";""
"2014";"Winschoten";""
"2015";"Winschoten";""
"2016";"Winschoten";""
"2017";"Winschoten";""
"2018";"Winschoten";""
"2019";"Winschoten";""
"2020";"Winschoten";""
"2021";"Winschoten";""
"2022";"Winschoten";""
"2023";"Winschoten";""
"2011";"Winsum";"   14054"
"2012";"Winsum";"   13987"
"2013";"Winsum";"   13906"
"2014";"Winsum";"   13850"
"2015";"Winsum";"   13774"
"2016";"Winsum";"   13633"
"2017";"Winsum";"   13596"
"2018";"Winsum";"   13560"
"2019";"Winsum";""
"2020";"Winsum";""
"2021";"Winsum";""
"2022";"Winsum";""
"2023";"Winsum";""
"2011";"Winterswijk";"   29026"
"2012";"Winterswijk";"   28946"
"2013";"Winterswijk";"   28967"
"2014";"Winterswijk";"   28881"
"2015";"Winterswijk";"   28977"
"2016";"Winterswijk";"   28939"
"2017";"Winterswijk";"   28912"
"2018";"Winterswijk";"   28987"
"2019";"Winterswijk";"   28903"
"2020";"Winterswijk";"   28854"
"2021";"Winterswijk";"   29022"
"2022";"Winterswijk";"   29185"
"2023";"Winterswijk";"   29253"
"2011";"Wisch";""
"2012";"Wisch";""
"2013";"Wisch";""
"2014";"Wisch";""
"2015";"Wisch";""
"2016";"Wisch";""
"2017";"Wisch";""
"2018";"Wisch";""
"2019";"Wisch";""
"2020";"Wisch";""
"2021";"Wisch";""
"2022";"Wisch";""
"2023";"Wisch";""
"2011";"Woensdrecht";"   21682"
"2012";"Woensdrecht";"   21675"
"2013";"Woensdrecht";"   21648"
"2014";"Woensdrecht";"   21621"
"2015";"Woensdrecht";"   21644"
"2016";"Woensdrecht";"   21682"
"2017";"Woensdrecht";"   21837"
"2018";"Woensdrecht";"   21800"
"2019";"Woensdrecht";"   21866"
"2020";"Woensdrecht";"   21876"
"2021";"Woensdrecht";"   22028"
"2022";"Woensdrecht";"   22112"
"2023";"Woensdrecht";"   22191"
"2011";"Woerden";"   49748"
"2012";"Woerden";"   50052"
"2013";"Woerden";"   50346"
"2014";"Woerden";"   50577"
"2015";"Woerden";"   50631"
"2016";"Woerden";"   51161"
"2017";"Woerden";"   51513"
"2018";"Woerden";"   51758"
"2019";"Woerden";"   52197"
"2020";"Woerden";"   52299"
"2021";"Woerden";"   52694"
"2022";"Woerden";"   52882"
"2023";"Woerden";"   53244"
"2011";"Wognum";""
"2012";"Wognum";""
"2013";"Wognum";""
"2014";"Wognum";""
"2015";"Wognum";""
"2016";"Wognum";""
"2017";"Wognum";""
"2018";"Wognum";""
"2019";"Wognum";""
"2020";"Wognum";""
"2021";"Wognum";""
"2022";"Wognum";""
"2023";"Wognum";""
"2011";"De Wolden";"   23637"
"2012";"De Wolden";"   23753"
"2013";"De Wolden";"   23761"
"2014";"De Wolden";"   23583"
"2015";"De Wolden";"   23661"
"2016";"De Wolden";"   23722"
"2017";"De Wolden";"   23744"
"2018";"De Wolden";"   23917"
"2019";"De Wolden";"   24110"
"2020";"De Wolden";"   24330"
"2021";"De Wolden";"   24374"
"2022";"De Wolden";"   24511"
"2023";"De Wolden";"   24602"
"2011";"Wormerland";"   15801"
"2012";"Wormerland";"   15781"
"2013";"Wormerland";"   15740"
"2014";"Wormerland";"   15777"
"2015";"Wormerland";"   15740"
"2016";"Wormerland";"   15664"
"2017";"Wormerland";"   15820"
"2018";"Wormerland";"   15995"
"2019";"Wormerland";"   16329"
"2020";"Wormerland";"   16270"
"2021";"Wormerland";"   16333"
"2022";"Wormerland";"   16381"
"2023";"Wormerland";"   16612"
"2011";"Woudenberg";"   12008"
"2012";"Woudenberg";"   12034"
"2013";"Woudenberg";"   12321"
"2014";"Woudenberg";"   12422"
"2015";"Woudenberg";"   12487"
"2016";"Woudenberg";"   12550"
"2017";"Woudenberg";"   12701"
"2018";"Woudenberg";"   13021"
"2019";"Woudenberg";"   13166"
"2020";"Woudenberg";"   13362"
"2021";"Woudenberg";"   13639"
"2022";"Woudenberg";"   13873"
"2023";"Woudenberg";"   14358"
"2011";"Woudrichem";"   14423"
"2012";"Woudrichem";"   14416"
"2013";"Woudrichem";"   14443"
"2014";"Woudrichem";"   14425"
"2015";"Woudrichem";"   14388"
"2016";"Woudrichem";"   14518"
"2017";"Woudrichem";"   14539"
"2018";"Woudrichem";"   14634"
"2019";"Woudrichem";""
"2020";"Woudrichem";""
"2021";"Woudrichem";""
"2022";"Woudrichem";""
"2023";"Woudrichem";""
"2011";"Wûnseradiel";""
"2012";"Wûnseradiel";""
"2013";"Wûnseradiel";""
"2014";"Wûnseradiel";""
"2015";"Wûnseradiel";""
"2016";"Wûnseradiel";""
"2017";"Wûnseradiel";""
"2018";"Wûnseradiel";""
"2019";"Wûnseradiel";""
"2020";"Wûnseradiel";""
"2021";"Wûnseradiel";""
"2022";"Wûnseradiel";""
"2023";"Wûnseradiel";""
"2011";"Wymbritseradiel";""
"2012";"Wymbritseradiel";""
"2013";"Wymbritseradiel";""
"2014";"Wymbritseradiel";""
"2015";"Wymbritseradiel";""
"2016";"Wymbritseradiel";""
"2017";"Wymbritseradiel";""
"2018";"Wymbritseradiel";""
"2019";"Wymbritseradiel";""
"2020";"Wymbritseradiel";""
"2021";"Wymbritseradiel";""
"2022";"Wymbritseradiel";""
"2023";"Wymbritseradiel";""
"2011";"Zaanstad";"  146940"
"2012";"Zaanstad";"  148281"
"2013";"Zaanstad";"  149622"
"2014";"Zaanstad";"  150598"
"2015";"Zaanstad";"  151418"
"2016";"Zaanstad";"  152466"
"2017";"Zaanstad";"  153679"
"2018";"Zaanstad";"  154865"
"2019";"Zaanstad";"  155885"
"2020";"Zaanstad";"  156794"
"2021";"Zaanstad";"  156901"
"2022";"Zaanstad";"  157166"
"2023";"Zaanstad";"  159618"
"2011";"Zaltbommel";"   26643"
"2012";"Zaltbommel";"   26774"
"2013";"Zaltbommel";"   26953"
"2014";"Zaltbommel";"   27182"
"2015";"Zaltbommel";"   27358"
"2016";"Zaltbommel";"   27543"
"2017";"Zaltbommel";"   27728"
"2018";"Zaltbommel";"   28014"
"2019";"Zaltbommel";"   28451"
"2020";"Zaltbommel";"   28881"
"2021";"Zaltbommel";"   29447"
"2022";"Zaltbommel";"   29957"
"2023";"Zaltbommel";"   30349"
"2011";"Zandvoort";"   16632"
"2012";"Zandvoort";"   16651"
"2013";"Zandvoort";"   16593"
"2014";"Zandvoort";"   16575"
"2015";"Zandvoort";"   16692"
"2016";"Zandvoort";"   16792"
"2017";"Zandvoort";"   16899"
"2018";"Zandvoort";"   16970"
"2019";"Zandvoort";"   17011"
"2020";"Zandvoort";"   17116"
"2021";"Zandvoort";"   17168"
"2022";"Zandvoort";"   17107"
"2023";"Zandvoort";"   17542"
"2011";"Zederik";"   13342"
"2012";"Zederik";"   13434"
"2013";"Zederik";"   13538"
"2014";"Zederik";"   13656"
"2015";"Zederik";"   13717"
"2016";"Zederik";"   13718"
"2017";"Zederik";"   13842"
"2018";"Zederik";"   14004"
"2019";"Zederik";""
"2020";"Zederik";""
"2021";"Zederik";""
"2022";"Zederik";""
"2023";"Zederik";""
"2011";"Zeevang";"    6350"
"2012";"Zeevang";"    6344"
"2013";"Zeevang";"    6317"
"2014";"Zeevang";"    6341"
"2015";"Zeevang";"    6306"
"2016";"Zeevang";""
"2017";"Zeevang";""
"2018";"Zeevang";""
"2019";"Zeevang";""
"2020";"Zeevang";""
"2021";"Zeevang";""
"2022";"Zeevang";""
"2023";"Zeevang";""
"2011";"Zeewolde";"   21106"
"2012";"Zeewolde";"   21288"
"2013";"Zeewolde";"   21262"
"2014";"Zeewolde";"   21499"
"2015";"Zeewolde";"   21894"
"2016";"Zeewolde";"   22113"
"2017";"Zeewolde";"   22457"
"2018";"Zeewolde";"   22407"
"2019";"Zeewolde";"   22309"
"2020";"Zeewolde";"   22653"
"2021";"Zeewolde";"   22879"
"2022";"Zeewolde";"   23348"
"2023";"Zeewolde";"   23692"
"2011";"Zeist";"   60824"
"2012";"Zeist";"   61233"
"2013";"Zeist";"   61420"
"2014";"Zeist";"   61250"
"2015";"Zeist";"   61641"
"2016";"Zeist";"   62258"
"2017";"Zeist";"   62830"
"2018";"Zeist";"   63322"
"2019";"Zeist";"   63934"
"2020";"Zeist";"   64905"
"2021";"Zeist";"   65043"
"2022";"Zeist";"   65987"
"2023";"Zeist";"   66629"
"2011";"Zelhem";""
"2012";"Zelhem";""
"2013";"Zelhem";""
"2014";"Zelhem";""
"2015";"Zelhem";""
"2016";"Zelhem";""
"2017";"Zelhem";""
"2018";"Zelhem";""
"2019";"Zelhem";""
"2020";"Zelhem";""
"2021";"Zelhem";""
"2022";"Zelhem";""
"2023";"Zelhem";""
"2011";"Zevenaar";"   32234"
"2012";"Zevenaar";"   32429"
"2013";"Zevenaar";"   32405"
"2014";"Zevenaar";"   32283"
"2015";"Zevenaar";"   32265"
"2016";"Zevenaar";"   32269"
"2017";"Zevenaar";"   32379"
"2018";"Zevenaar";"   43402"
"2019";"Zevenaar";"   43488"
"2020";"Zevenaar";"   43750"
"2021";"Zevenaar";"   44096"
"2022";"Zevenaar";"   44645"
"2023";"Zevenaar";"   45042"
"2011";"Zevenhuizen-Moerkapelle";""
"2012";"Zevenhuizen-Moerkapelle";""
"2013";"Zevenhuizen-Moerkapelle";""
"2014";"Zevenhuizen-Moerkapelle";""
"2015";"Zevenhuizen-Moerkapelle";""
"2016";"Zevenhuizen-Moerkapelle";""
"2017";"Zevenhuizen-Moerkapelle";""
"2018";"Zevenhuizen-Moerkapelle";""
"2019";"Zevenhuizen-Moerkapelle";""
"2020";"Zevenhuizen-Moerkapelle";""
"2021";"Zevenhuizen-Moerkapelle";""
"2022";"Zevenhuizen-Moerkapelle";""
"2023";"Zevenhuizen-Moerkapelle";""
"2011";"Zijpe";"   11577"
"2012";"Zijpe";"   11589"
"2013";"Zijpe";""
"2014";"Zijpe";""
"2015";"Zijpe";""
"2016";"Zijpe";""
"2017";"Zijpe";""
"2018";"Zijpe";""
"2019";"Zijpe";""
"2020";"Zijpe";""
"2021";"Zijpe";""
"2022";"Zijpe";""
"2023";"Zijpe";""
"2011";"Zoetermeer";"  121911"
"2012";"Zoetermeer";"  122331"
"2013";"Zoetermeer";"  123092"
"2014";"Zoetermeer";"  123561"
"2015";"Zoetermeer";"  124025"
"2016";"Zoetermeer";"  124107"
"2017";"Zoetermeer";"  124763"
"2018";"Zoetermeer";"  124695"
"2019";"Zoetermeer";"  124944"
"2020";"Zoetermeer";"  125285"
"2021";"Zoetermeer";"  125267"
"2022";"Zoetermeer";"  125767"
"2023";"Zoetermeer";"  126998"
"2011";"Zoeterwoude";"    8130"
"2012";"Zoeterwoude";"    8171"
"2013";"Zoeterwoude";"    8122"
"2014";"Zoeterwoude";"    8075"
"2015";"Zoeterwoude";"    8114"
"2016";"Zoeterwoude";"    8119"
"2017";"Zoeterwoude";"    8367"
"2018";"Zoeterwoude";"    8430"
"2019";"Zoeterwoude";"    8450"
"2020";"Zoeterwoude";"    8605"
"2021";"Zoeterwoude";"    8843"
"2022";"Zoeterwoude";"    9302"
"2023";"Zoeterwoude";"    9443"
"2011";"Zuidhorn";"   18631"
"2012";"Zuidhorn";"   18681"
"2013";"Zuidhorn";"   18699"
"2014";"Zuidhorn";"   18775"
"2015";"Zuidhorn";"   18733"
"2016";"Zuidhorn";"   18794"
"2017";"Zuidhorn";"   18859"
"2018";"Zuidhorn";"   18917"
"2019";"Zuidhorn";""
"2020";"Zuidhorn";""
"2021";"Zuidhorn";""
"2022";"Zuidhorn";""
"2023";"Zuidhorn";""
"2011";"Zuidplas";"   40521"
"2012";"Zuidplas";"   40673"
"2013";"Zuidplas";"   40779"
"2014";"Zuidplas";"   40892"
"2015";"Zuidplas";"   40771"
"2016";"Zuidplas";"   40937"
"2017";"Zuidplas";"   41468"
"2018";"Zuidplas";"   41882"
"2019";"Zuidplas";"   42762"
"2020";"Zuidplas";"   43885"
"2021";"Zuidplas";"   45064"
"2022";"Zuidplas";"   45794"
"2023";"Zuidplas";"   46981"
"2011";"Zundert";"   21163"
"2012";"Zundert";"   21221"
"2013";"Zundert";"   21241"
"2014";"Zundert";"   21399"
"2015";"Zundert";"   21363"
"2016";"Zundert";"   21488"
"2017";"Zundert";"   21657"
"2018";"Zundert";"   21525"
"2019";"Zundert";"   21612"
"2020";"Zundert";"   21829"
"2021";"Zundert";"   21988"
"2022";"Zundert";"   22260"
"2023";"Zundert";"   22518"
"2011";"Zutphen";"   47084"
"2012";"Zutphen";"   47144"
"2013";"Zutphen";"   47240"
"2014";"Zutphen";"   47164"
"2015";"Zutphen";"   46849"
"2016";"Zutphen";"   46997"
"2017";"Zutphen";"   47340"
"2018";"Zutphen";"   47537"
"2019";"Zutphen";"   47609"
"2020";"Zutphen";"   47934"
"2021";"Zutphen";"   48111"
"2022";"Zutphen";"   48330"
"2023";"Zutphen";"   48510"
"2011";"Zwartewaterland";"   22018"
"2012";"Zwartewaterland";"   22048"
"2013";"Zwartewaterland";"   22139"
"2014";"Zwartewaterland";"   22167"
"2015";"Zwartewaterland";"   22166"
"2016";"Zwartewaterland";"   22278"
"2017";"Zwartewaterland";"   22309"
"2018";"Zwartewaterland";"   22468"
"2019";"Zwartewaterland";"   22503"
"2020";"Zwartewaterland";"   22685"
"2021";"Zwartewaterland";"   22823"
"2022";"Zwartewaterland";"   23012"
"2023";"Zwartewaterland";"   23368"
"2011";"Zwijndrecht";"   44445"
"2012";"Zwijndrecht";"   44499"
"2013";"Zwijndrecht";"   44610"
"2014";"Zwijndrecht";"   44547"
"2015";"Zwijndrecht";"   44501"
"2016";"Zwijndrecht";"   44454"
"2017";"Zwijndrecht";"   44417"
"2018";"Zwijndrecht";"   44586"
"2019";"Zwijndrecht";"   44639"
"2020";"Zwijndrecht";"   44737"
"2021";"Zwijndrecht";"   44775"
"2022";"Zwijndrecht";"   44789"
